Probe Name	perc_Samples_above_Threshold	20150715_PP1_PR13-126-11B 15-1_10.RCC	20150715_PP1_PR13-126-12B_12.RCC	20150715_PP1_PR13-126-1B_01.RCC	20150715_PP1_PR13-126-5B_04.RCC	20150715_PP1_PR13-126-6B_06.RCC	20150715_PP1_PR13-126-7B_05.RCC	20150715_PP1_PR13-126-9B_08.RCC	20150715_PP2_PR13-126-13B_01.RCC	20150715_PP2_PR13-126-16B_02.RCC	20150715_PP2_PR13-126-3B 15-2_06.RCC	20151008_PP3_PR13-126-03A_01.RCC	20151008_PP3_PR13-126-06A_02.RCC	20151008_PP3_PR13-126-11A_03.RCC	20160226_26FEBCITN_PR1312644A_07.RCC	20160226_26FEBCITN_PR1312644B_08.RCC	20160226_26FEBCITN_PR1312647A_05.RCC	20160226_26FEBCITN_PR1312647B_06.RCC	20160325_Lysates1A_PR13 126 01A_05.RCC	20160325_Lysates1A_PR13 126 05A_06.RCC	20160325_Lysates1A_PR13 126 07A_07.RCC	20160325_Lysates1A_PR13 126 09A_02.RCC	20160325_Lysates1A_PR13 126 12A_03.RCC	20160325_Lysates1A_PR13 126 13A_09.RCC	20160325_Lysates1A_PR13 126 16A_04.RCC
ID	xx	22-024_D015:22-024_D015	22-025_D015:22-025_D015	58-001_D015:58-001_D015	58-003_D015:58-003_D015	58-004_D015:58-004_D015	58-005_D015:58-005_D015	22-023_D015:22-023_D015	58-007_D015:58-007_D015	22-026_D015:22-026_D015	58-002_D015:58-002_D015	58-002_D000:58-002_D000	58-004_D000:58-004_D000	22-024_D000:22-024_D000	22-029_D000:22-029_D000	22-029_D015:22-029_D015	58-008_D000:58-008_D000	58-008_D015:58-008_D015	58-001_D000:58-001_D000	58-003_D000:58-003_D000	58-005_D000:58-005_D000	22-023_D000:22-023_D000	22-025_D000:22-025_D000	58-007_D000:58-007_D000	22-026_D000:22-026_D000
FLAG				FLAG	FLAG	FLAG		FLAG	FLAG							FLAG									
TNFSF8	100	63.59	44.47	133.12	81.72	64.5	34.15	86.03	115.85	43.06	124.72	108.75	74.86	156.89	57.84	65.6	68.62	64.38	223.56	83.5	72.38	159.53	312.73	77.72	125.53
TOLLIP	100	717.5	851.55	616.85	470.23	836.99	437.46	774.3	674.04	339.13	523.81	481.59	784.73	643.65	713.88	649.52	548.94	506.86	792.23	410.27	683.27	691.29	733.7	699.45	529.68
TP53	100	2946.03	1147.69	1136.21	754.09	2122.37	3362.24	1235.34	1225.21	1417.09	1854.13	1114.65	2066.77	535.03	1581.44	1747.92	1472	2195.2	897.02	508.2	1783.46	1082.29	902.1	1137.02	1021.1
TPSAB1	95.83	329.03	31.22	2336.16	430.09	92.82	11.75	50.74	723.19	39.03	579.94	446.64	215.23	7639.28	3304.99	1355.63	354.52	272.02	3126.99	433.98	292.42	1072.91	3175.38	393.65	456.2
TPTE	70.83	11.75	21.76	26.25	21.5	23.6	11.75	10.12	11.62	15.25	10.88	328.18	195.18	325.85	13.22	7.38	74.34	126.04	463.88	273.17	214.25	519.25	673.56	251.73	292.4
TRAF2	100	688.47	260.19	485.61	1075.22	416.92	364.28	333.1	486.22	721.33	1031	782.59	463.89	362.05	616.38	513.19	599.58	553.11	688.83	1254.53	602.21	1016.6	493.15	696.07	688.9
TRAF3	100	680.17	464.57	868.09	738.32	626.17	487.87	777.6	714.41	590.79	1394.76	1207.86	582.87	458.6	495.75	357.56	518.71	430.7	586.84	385.53	399.54	350.34	565.31	515.29	486.82
TRAF6	100	613.81	532.69	511.86	544.78	489.29	298.41	401.49	454.63	195.14	486.4	666.07	501.32	748.24	482.53	402.57	472.97	394.43	916.58	746.32	512.46	835.18	853.98	650.45	499.07
TREM1	87.5	236.4	12.88	26.25	9	77.09	182.95	138.98	11.62	43.06	212.02	409.74	199.19	205.16	277.62	45.02	39.21	144.17	349.31	185.55	564.57	400.38	372.87	454.47	280.15
TREM2	100	120.27	14.19	187.49	176.34	234.42	117.9	102.58	193.09	80.75	232.81	318.47	185.82	128.73	203.26	151.77	142.95	87.05	445.72	164.93	202.67	353.46	252.59	241.6	391.9
TTK	100	74.65	88.94	196.87	629.36	242.29	426.07	587.89	689.84	135.92	199.55	446.64	336.89	201.14	158.64	186.5	469.7	837.82	329.75	758.69	324.27	603.7	288.67	704.52	202.08
TXK	100	103.68	36.9	91.87	41.58	70.8	39.03	73.9	96.54	37.68	78.99	56.32	89.57	60.34	118.98	127.33	50.65	105.18	67.07	32.99	63.7	121.99	168.39	50.68	50.52
TXNIP	100	8814.6	9060.44	24047.81	11001.63	6560.63	5047.01	17848.5	16161.22	5408.61	8162.75	4167.32	5041.26	17293.99	15523.54	10791.05	7035.71	2518	9571.01	4701.64	2293.02	4688.88	8515.78	3573.26	5414.72
TYK2	100	660.82	507.14	815.59	679.54	711.13	310.61	326.48	447.61	606.94	633.98	668.01	713.88	567.21	677.52	634.09	1270.23	1187.82	588.23	923.63	280.84	412.9	433.01	599.77	690.43
UBC	100	64511.37	66501.89	70808.49	59587.17	83790.38	76878.55	67304.15	81083.43	76645.09	67455.48	43471.41	55264	86377.41	49664.08	46696.04	36434.89	36733.59	23670.43	30612.69	38280.73	30573.11	23839.38	40790.93	31297.29
ULBP2	87.5	20.74	16.08	39.37	14.34	23.6	11.75	10.12	11.62	30.95	24.94	508.78	296.78	539.05	36.35	30.87	113.55	19.04	790.83	298.94	338.74	691.29	829.93	386.89	372
USP9Y	54.17	17.97	12.88	18.75	18.64	20.45	11.75	12.13	43.88	15.25	27.02	8.12	10.69	5.62	6.88	15.43	11.44	8.16	16.77	9.62	9.12	9	9.25	7.88	13.78
VCAM1	100	879.25	830.73	2120.54	610.72	898.35	139.86	494.14	733.72	363.36	1613.01	1363.21	308.81	675.83	2620.86	1293.9	469.7	771.63	1697.63	421.61	926.47	738.21	673.56	516.98	1354.83
VEGFA	100	3948.32	655.69	1619.94	4884.36	9238.37	3035.36	6143.63	1916.81	20253.69	2064.07	1270	6574.62	1134.43	7014.84	3579.44	2700.57	4925.38	904.01	7162.24	12915.62	3878.72	841.96	6325.43	1633.45
VEGFC	100	297.23	261.14	455.61	239.42	262.74	356.15	207.36	286.12	71.33	228.65	304.88	175.13	281.6	264.4	225.08	100.48	62.56	451.3	195.86	338.74	315.93	589.37	302.42	298.52
XCL2	100	60.83	14.19	299.99	189.24	103.84	76.43	148.9	56.17	67.29	60.28	436.93	288.76	390.21	254.48	199.36	285.9	115.16	835.54	424.7	217.14	591.19	517.2	265.25	427.12
XCR1	91.67	11.75	17.03	63.75	30.11	37.76	17.08	19.85	52.66	15.25	49.89	99.04	85.56	132.75	47.92	42.44	92.31	12.69	318.57	91.74	153.45	247.11	216.5	106.44	172.99
YTHDF2	100	1723.93	1154.32	1462.44	1525.38	1606.33	1430.27	1541.97	1578.03	1100.83	1299.14	1141.84	1453.15	1198.79	892.35	896.47	1547.97	1466.19	878.86	1060.73	767.24	910.25	625.45	1013.69	915.47
ZAP70	100	123.04	22.71	736.85	113.26	92.82	38.22	133.46	154.47	129.19	349.21	192.25	172.45	398.26	62.79	192.93	137.23	58.03	623.16	107.21	133.18	159.53	493.15	125.02	232.69
ZNF205	100	116.13	120.16	80.62	98.92	77.09	103.27	114.71	124.63	193.79	209.94	108.75	61.5	104.59	69.4	72.03	94.76	103.37	65.67	122.67	144.76	106.35	204.48	146.99	110.22
ABCF1	100	851.6	742.74	1048.08	878.81	1239.75	2177.53	1366.6	1413.03	1460.15	1099.59	827.25	975.9	1001.68	816.33	812.87	773.58	1000.13	505.8	583.45	1314.43	509.86	577.34	868.4	744.01
AGK	100	702.29	638.66	583.1	680.97	668.65	578.94	1217.7	431.81	631.16	588.25	759.28	814.14	635.6	413.12	412.86	852	661.01	786.64	847.35	631.16	913.38	577.34	456.16	765.44
ALAS1	100	382.94	308.45	509.98	609.29	426.36	639.92	591.2	482.71	671.53	924.99	351.48	302.13	567.21	500.71	650.81	682.09	632.9	272.46	436.04	610.89	447.3	469.09	349.72	442.42
AMMECR1L	100	760.36	635.82	776.22	514.67	814.97	488.68	676.13	793.4	415.84	399.1	788.41	894.35	852.83	751.89	798.72	630.62	565.8	943.13	605.1	671.69	785.13	998.32	952.87	696.55
CC2D1B	100	55.3	52.99	78.75	64.51	44.05	25.21	22.06	24.57	57.87	62.36	238.85	120.32	277.57	56.18	57.88	98.84	47.15	339.53	203.07	202.67	350.34	420.98	182.46	214.32
CNOT10	100	817.04	585.67	474.36	557.68	629.32	596.01	1208.87	493.24	683.65	588.25	603.93	637.68	555.15	707.27	766.56	633.07	1090.8	477.85	435.01	327.16	441.05	420.98	317.62	515.91
CNOT4	100	995.38	1319.89	950.59	1032.21	1120.18	961.1	1902.65	881.17	884.16	633.98	879.68	863.6	981.56	844.42	821.87	959.82	935.75	760.09	1110.21	668.8	797.64	769.79	657.21	837.39
COG7	100	1446.06	948.05	746.22	1175.57	936.11	1049.73	1446.01	1133.94	584.06	627.74	664.13	693.82	760.31	1128.65	771.71	705.78	680.96	827.16	918.47	767.24	788.26	829.93	900.5	636.85
DDX50	100	964.96	1127.82	937.46	725.41	912.51	840.76	1141.59	1118.14	780.54	594.49	697.14	807.46	712.03	941.92	1000.65	513.81	764.38	1084.25	913.32	1079.92	1201.15	1323.07	1189.4	1080.8
DHX16	100	447.92	332.1	359.99	372.74	520.76	606.58	489.73	603.83	719.98	758.7	514.6	499.98	466.64	385.03	450.16	422.32	612.95	329.75	284.51	448.76	347.21	264.61	457.85	443.95
DNAJC14	100	265.43	293.31	444.36	470.23	379.16	623.66	395.97	428.3	380.85	617.35	456.35	459.88	329.87	551.93	632.8	271.2	219.43	333.94	407.18	448.76	315.93	336.78	358.17	267.9
EDC3	100	989.85	1230.96	976.84	1255.85	1548.12	1055.43	1194.53	1100.58	1006.63	912.52	953.47	1312.79	623.53	1120.39	1037.95	767.04	819.69	618.97	864.87	463.24	538.02	469.09	973.14	887.91
EIF2B4	100	899.99	978.33	950.59	1177.01	1167.38	1009.89	1134.97	1139.2	753.63	1153.64	976.78	993.28	1001.68	1322	1293.9	638.79	1361.91	862.09	632.93	851.2	750.72	878.04	783.92	803.71
ERCC3	100	562.66	457.94	449.98	293.89	486.15	367.53	607.74	491.49	546.38	486.4	291.29	300.79	277.57	528.8	410.29	371.68	417.1	254.3	206.17	309.79	278.39	396.92	398.72	293.93
FCF1	100	4339.56	5668.45	3230.5	3508.08	3033.31	3325.65	3647.57	3991.59	2227.23	2159.69	5190.7	4949.01	5479.04	2781.15	2156.92	4121.93	2768.26	9186.77	5920.08	4924.79	8702.11	7589.63	6692.05	6307.22
G6PD	100	684.32	570.54	847.47	1462.3	706.41	346.39	426.86	835.53	1703.73	3038.95	914.64	522.71	349.98	472.61	482.32	721.3	676.42	849.51	1433.89	622.47	847.69	926.15	876.84	962.92
GPATCH3	100	74.65	77.59	116.25	86.02	84.96	76.43	67.28	82.5	115.74	199.55	211.67	125.66	177	142.11	100.32	116	112.43	279.45	182.46	228.72	315.93	878.04	231.46	182.17
GUSB	100	447.92	280.06	418.11	372.74	443.67	561.86	324.28	328.24	839.75	764.93	574.8	517.36	354.01	411.47	409.01	330.83	401.68	463.88	405.12	796.19	622.47	493.15	420.68	731.76
HDAC3	100	808.74	716.24	708.72	847.27	781.93	498.44	515.09	667.02	698.45	663.08	433.04	707.19	522.96	596.55	681.68	481.95	463.34	644.12	639.12	532.72	669.39	637.48	545.7	639.91
HPRT1	100	1140.53	973.6	727.47	1671.61	852.72	750.51	978.35	972.45	1622.99	1947.67	1526.33	933.12	897.08	808.07	803.86	1256.35	1797.15	702.81	1356.58	1001.75	832.05	805.87	930.91	984.36
MRPS5	100	1603.66	1546.03	1241.2	2103.13	1474.17	2222.25	1920.3	1807.98	917.81	1280.43	1326.32	1324.82	1633.25	1781.39	1652.74	1694.19	1527.85	1532.76	1686.45	1922.43	1998.79	1695.94	2078.07	1330.33
MTMR14	100	572.34	683.13	868.09	930.42	701.69	714.73	968.42	726.7	678.26	1080.88	842.79	660.4	1045.93	776.67	751.13	1052.95	658.29	740.53	492.74	596.42	700.67	721.68	584.56	601.64
NOL7	100	904.13	815.59	819.34	784.19	962.85	1465.24	1035.7	1279.63	900.31	675.55	512.66	1078.84	691.92	898.96	866.89	698.42	937.56	509.99	806.11	851.2	609.96	348.81	1098.17	685.83
NUBP1	100	252.99	263.98	313.11	176.34	218.69	223.61	236.04	236.97	145.34	157.98	132.05	110.96	197.12	145.42	176.21	173.99	178.63	134.13	109.27	138.97	143.89	144.34	136.85	151.56
POLR2A	100	1858.03	2028.57	2381.16	2345.41	1714.89	2389.75	1105.19	1955.42	2758.81	5362.85	2648.75	1462.51	1701.64	2571.28	2843.74	1566.76	1894.17	1657.11	1344.21	1265.22	1257.46	1106.57	1539.12	1259.91
PPIA	100	514.28	300.88	453.73	368.44	398.04	484.62	669.51	333.51	698.45	424.04	627.23	870.29	531.01	351.98	463.02	866.7	680.96	539.33	885.49	547.2	641.24	469.09	415.61	750.13
PRPF38A	100	1282.93	1662.41	1115.58	1576.99	1161.09	1303.43	990.48	1242.77	1445.35	1211.84	809.77	760.67	768.35	1472.37	1520.26	2092.01	1591.32	1536.95	1904.98	1598.17	1282.48	1178.74	1341.45	1468.11
SAP130	100	490.78	633.93	674.97	517.54	527.05	970.86	476.49	819.73	511.39	311.79	407.8	385.01	466.64	821.29	855.31	766.22	836.92	398.21	407.18	793.29	290.9	276.64	613.28	410.28
SDHA	100	1090.77	1247.04	952.46	1754.76	1058.83	569.99	1701.91	1067.23	1079.3	962.4	893.27	1180.44	2103.92	917.13	897.75	2152.45	1571.37	1095.43	1244.22	741.18	1579.64	974.26	1126.89	1007.32
SF3A3	100	1551.13	1375.72	1402.45	1328.97	1255.49	2327.95	876.87	1411.28	1009.32	1621.33	1277.77	1340.86	1677.5	1201.36	1396.79	1414.82	1866.06	1469.88	1808.08	1768.99	1226.18	1299.02	1229.95	1217.05
TBP	100	570.96	595.14	539.98	455.89	468.84	553.73	455.53	503.78	286.65	467.69	450.52	471.91	506.87	737.01	636.66	700.06	830.57	526.75	468	521.14	459.82	601.4	486.57	365.88
TLK2	100	601.37	640.55	618.73	807.13	589.98	511.45	307.73	565.21	776.5	715.05	790.35	621.63	812.6	647.78	631.51	536.68	557.64	1071.67	1219.48	665.9	882.1	938.18	824.47	786.87
TMUB2	100	1101.82	1032.26	1106.21	1105.32	796.09	635.04	668.41	946.12	1232.72	1085.04	875.8	616.29	772.38	860.95	839.88	714.76	585.75	653.9	543.25	263.47	466.07	673.56	415.61	618.48
TRIM39	100	172.81	158.01	127.5	87.45	151.04	164.25	140.08	161.49	150.73	128.87	266.04	334.21	277.57	156.99	122.19	140.5	106.99	229.15	142.26	211.35	225.22	312.73	214.56	254.13
TUBB	100	3858.46	5407.31	4837.31	3042.15	6848.54	10078.58	4741.73	6343.72	12238.34	4922.18	4004.2	6482.38	2280.92	5339.21	5432.82	4532	6799.6	4017.03	4289.3	9568.74	4275.98	3127.27	7126.25	7776.86
USP39	100	370.5	359.54	457.48	529.01	476.71	684.64	554.8	570.48	460.25	476	285.46	391.7	398.26	386.68	434.73	300.61	372.67	371.66	311.31	581.94	353.46	312.73	393.65	394.97
ZC3H14	100	1093.53	1392.75	783.72	494.6	1049.39	765.14	1019.16	816.22	578.68	322.19	621.41	1036.06	744.22	817.99	821.87	1045.59	1051.81	635.74	477.28	512.46	678.78	637.48	739.99	665.93
ZKSCAN5	100	69.12	124.89	172.49	61.65	147.89	132.54	98.17	80.74	99.59	74.83	200.02	181.81	209.19	89.23	114.47	136.42	113.34	217.97	243.28	196.88	159.53	132.31	119.95	162.27
ZNF143	100	306.91	392.66	358.11	375.61	339.83	295.97	488.62	419.52	172.26	263.99	238.85	207.21	249.41	561.85	491.32	303.88	305.57	254.3	360.79	295.31	256.5	336.78	312.55	241.88
ZNF346	100	394	490.11	260.61	354.11	220.26	127.66	178.68	212.39	191.1	122.64	328.18	368.97	345.96	327.19	329.26	382.3	183.16	462.48	380.38	237.41	447.3	469.09	376.76	362.82
NEG_A	0	8	12	8	10	8	13	9	10	9	7	8	13	2	6	4	7	7	2	6	9	8	6	2	5
NEG_B	0	18	18	9	14	12	10	13	24	27	8	5	8	3	6	8	13	15	7	8	15	9	7	7	12
NEG_C	0	21	21	18	15	19	15	19	12	24	15	12	8	10	12	12	15	8	8	15	14	15	12	7	11
NEG_D	0	13	10	9	7	6	9	7	11	9	9	2	2	4	5	9	10	11	9	11	3	7	8	5	6
NEG_E	0	19	13	11	10	15	21	10	12	13	12	16	11	8	13	10	7	8	6	14	8	9	13	6	15
NEG_F	0	7	18	12	4	9	11	5	11	13	9	5	5	8	4	7	7	4	6	6	8	11	9	12	7
NEG_G	0	2	2	3	5	6	3	6	6	12	11	7	5	4	2	2	1	2	6	5	6	4	7	5	5
NEG_H	0	6	9	9	7	9	12	12	7	15	16	10	8	6	7	7	7	6	16	12	10	9	12	19	10
POS_A	0	8496	10005	6978	3919	6425	7954	6251	5826	10991	8584	24111	22623	23565	11355	5791	9638	8382	23416	25839	35393	35519	42193	30959	27288
POS_B	0	2410	3065	1990	1157	1737	2375	1880	1710	3146	2398	6176	5950	6304	3561	1860	3252	2823	5729	6304	8802	8535	10495	7925	6646
POS_C	0	789	1023	624	358	567	850	574	558	986	787	2179	2020	2147	1230	678	1124	932	1587	1856	2267	2365	2830	2116	1779
POS_D	0	210	243	175	97	136	180	144	149	213	193	516	479	546	309	164	277	223	419	463	628	682	762	560	539
POS_E	0	31	52	26	19	35	41	36	22	45	48	73	78	86	48	21	36	44	63	77	100	101	121	78	76
POS_F	0	22	23	19	11	30	25	16	19	26	21	44	44	39	32	20	32	22	32	39	68	50	54	55	35
