	22-022-Day-15	22-026-Day-15	22-029-Day-15	58-001-Day-15	58-006-Day-15	58-007-Day-15	58-008-Day-15	58-003	58-001-Pre	58-003-Pre	58-006-Pre	58-007-Pre	58-008-Pre	22-022-Pre	22-026-Pre	22-029-Pre
AC012184.2	214.815	212.2045	34.6176	62.2031	149.004	120.371	0	82.916	70.9396	25.6827	115.7133	31.4655	0	267.403	1.06E-111	2.61854792295861e-322
AC012309.1	4.44659081257122e-323	0	0	0	0	0	0	4	0	0	4.94065645841247e-323	0	0	0	0	0
AC012314.1	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.11	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.13	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.14	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.15	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.16	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.17	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.18	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.3	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.5	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.6	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.7	112.415	34.6325	150.222	2.54E-51	256.747	31.8097	4.30E-60	55.8942	124.126	34.029298	115.103	54.12728242	2.17388884170148e-322	46.2022	74.2337	0.052758
AC012314.8	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012314.9	11.1547	11.4722	9.07E-147	0	18.1155	22.0782	18.6252	5.35691	8.72291	12.9212	2.22329540628561e-322	0	0	0	6.9484	7.18718
AC012531.3	5.45448473008736e-321	0	0	6.16714	8.43683	0	13	5.30631	2.52449	3.00302	0	0	2.68154	0	6.12641400843146e-322	1.34175
AC013269.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013394.1	254.871	289.807	403.522	182.71	215.828	311.467	273.242	85.6441	205.19	110.853	398.135	69.3827	326.251	35.6254	161.165	110.815
AC013470.2	25.1686	11.7308	16.3166	4.92428	12.8923	13.86327	51.1469	34.70802	7.69037	27.54407	3.0123	11.5813	51.0831	8.50225	19.4166	22.2555
AC015813.2	29.647	566.809	38.5663	66.3736	138.3	25.9393	0	169.112	0	86.5057	3.45845952088873e-323	234.253	337.958	326.665	8.39911597930119e-323	1.28854
AC018554.3	0	0	0	5.95701	0	0	0	0	0	0	0	0	1.93E-59	0	1.21E-78	0
AC018709.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018755.2	32.4616	23.17859	28.4815	28.6806	55.9768	73.2461	1.34385855668819e-321	0	2.51599	10.7443	93.4957	28.422	0	86.3645	2.85801	1.65E-191
AC019117.3	79.0696	1422.13	4.94065645841247e-323	85.6575	845.715	95.1598	319.124	13.3897	5.92878775009496e-323	290.651	1032.85	180.78	60.2899	68.5371	88.442	298.247
AC020909.1	0	0	0	3.58197593234904e-321	0	0	0	0	0	0	0	0	0	0	0	6.45741
AC021072.1	0	0	6	0	0	0	0	12	0	1	0	0	0	0	0	0
AC022167.5	11.7741	22.0995	18.8892	14.4278	6.04746	20.8478	34.493	49.4969	1.00023	8.03613	11.0361	3.70968	53	0	15.2437	5.51196
AC023055.1	1.08694442085074e-322	110.085	262.961	33.866	167.124	143.624	155.968	0	8.76143999999998e-311	80.5647	18.0861	0	63.5906	23.322	44.3732	78.1895
AC023491.2	2.14918555940942e-321	6.12921	8.30030285013294e-322	2.43489	0	0	14.3007	0	2.43080297753893e-321	0	1.52616878000361e-320	0	1.65875	4.48341	6.40E-86	2.05525
AC023509.3	21.4627	0	10.6489	28.7373	114.151	67.2721	123.119	0	0	0	26.8587	5.02173	0	0	41.4201	6.78343
AC024592.3	2.85E-220	2.49631	34.8736	6.76869934802508e-322	0	0	5.16948	0	0	1.54811	85.7946	0	2.43044	0	3.66594	10.3205
AC024940.1	3.15563	0	1.97823884594835e-320	13.1807	0	0	1.06E-93	0	6.61286	15.4912	0	1.43124	0	0	0	2.10317
AC024940.6	4.05E-16	1.03205	3.03143	1.95E-54	0	0	1.58E-109	0	42.7195	0	0	0	0	0	0	2.78E-70
AC025165.3	0	0	0	6.8	0	0	1.70E-90	0	0	0	0	0	0	0	0	0
AC025283.2	150.823	213	58	83	157.076	197.752	159	121.793	188	156.858	63.7209	110.683	376.803	0	161.223	58
AC025594.2	0	68	57	11	52	13	23	17	0	12	9	2	4	0	62	73
AC026369.8	0	0	0	0	0	0	3	0	0	0	0	12	25	0	0	1
AC026461.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026464.3	1.23516411460312e-322	0	9.18962101264719e-322	2.25293934503608e-321	0	0	2.47032822920623e-323	0	1.82804288961261e-322	16.3827	0	5.11443	0	0	0	4.69362363549184e-322
AC026464.4	210.46	211.285	228.118	208.294	622.902	346.812	272.262	166.199	118.226	185.841	62.5995	114.411	243.688	68.2236	102.251	105.131
AC026786.1	4.54540394173947e-321	0	14.2223	0	0	0	0	0	0	0	0	17.2464	0	0	0	50.4043
AC034102.2	1.87744945419674e-322	26.2361	91.5458	7.62343291533043e-321	189.659	217.576	384.281	151.134	29.8874	21.8533	231.881	117.382	225.218	118.87	7.90505033345994e-323	0
AC037459.1	65.9638	0	25.40881	124.288	86.0988	102.7246	53.0426	28.82449	5.31E-32	12.0619	29.6465	19.9957	16.2931	0	5.70E-135	1.50054
AC037482.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67488253940183e-321
AC037482.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC040162.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC058822.1	1042.51	24.5043	32.0893	449.561	312.931	685.931	361.383	517.142	582.357	69.6038	325.119	368.354	153.754	2246.39	938.707	258.014
AC068533.4	107.9	112.932	41.0496	129.287	105.294	96.6308	92.8692	145.478	6.4228533959362e-323	64.7025	1.36856183898025e-321	33.0428	48.9256	0	149.141	24.4675
AC068580.4	184.85353	76.379116	208.9346	184.61469	50.8988	961.6944	2.86252	45.7581	6.16636	7.496076	114.1174	7.78773	42.4556	0	54.2231	150.3259
AC068631.2	511.323	1290.41	36.8036	127.6	244.261	102.338	187.602	797.149	554.983	91.1391	486.446	594.481	58.1759	241.264	323.07	2.91E-26
AC068775.1	0	283.135	82.723	39.6862	69.1594	7.17051	5.42337	0	55.0743	7.72291	11.2901	2.35722	15.7587	187.687	29.7247	76.1159
AC068775.2	5.92878775009496e-322	0	14.3414	3.47328149026396e-321	1.8735	0.659618	0	14.0555	0	0	13.452	4.47344	0	0	0	0
AC068790.8	0	3.10023	0	0	0	0	15.1334	0	0	1.13238	0	2.2563	0	0	7.09959	4.0876
AC069368.1	0.390164	189.314	124.201	4.94065645841247e-323	88.3856	362.469	59.6048	278.621	124.43	94.1158	26.557	1.61418	61.8859	73.9175	1.73526	54.8026
AC073111.3	58.616	0	43.9678	5.89738	72.4258	15.3501	57.355	0	4.59481050632359e-322	22.9287	30.8475	0	12	42.7138	14.0975	7.61718
AC073111.5	4	0	2	14	16	23.5412	2	7	16	0	3	3.29591	0	0	2	14
AC073264.3	7.4109846876187e-323	0	0	0	0	0	2.11460096420054e-321	0	2.07507571253324e-322	0	0	0	4.14285	0	7.16395186469807e-322	2.42E-189
AC073610.2	108.446	12.7482	31.27	18.9508	225.503	0	8.71E-39	159.317	4.94065645841247e-324	65.002	0	117.011	0	27.8732	0	39.0411
AC073610.3	46.0016	0	3.57485	60.9067	22.6864	26.1945	22.654	54.9884	1.50161	52.8646	1.15611361126852e-321	48.5765	128.53	457.761	12.3508	144.565
AC073896.1	166.3545	266.331	185.8551	239.3845	224.625	336.4826	356.4127	218.7447	108.213	105.371	203.4485551	264.7132	9.57593	0	49.078	292.829
AC083800.1	0	0	1.97552	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083841.5	0	0	2.22E-171	3	3.77725	3.93748	27.9716	3.76734	0	0	0	3.99101	0	0	0	2.90925
AC083902.2	29	33	22	0	1	32	22	28	28	22	15	6	0	0	0	23
AC087498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087632.1	0	16.096	6.07700744384733e-322	5.19434	0	14.986	0	0	22.8982	16.0354	49.6869	0	13.2422	0	80.7202	0
AC090527.2	3.74E-65	174.454	37.608	153.367	152.276	376.997	141.676	0	73.0284	62.5022	61.0894	194.027	100.147	0	63.6885	126.239
AC090958.3	6.8181059126092e-322	0	3.24E-256	0	0	0	4.00835	0	0	0	6.57107308968858e-322	0	0	0	1.11E-172	0
AC091167.7	0	24.7763	0	0	29.5143	0	11.6541	22.5048	0	7.07833	0	3.21083	1.03662	0	8.11995	2.06313
AC091304.7	172.502	0	29.3371	91.0512	0	0	22.2788	0	28.1162	0	0	0	9.88131291682493e-324	0	9.88131291682493e-324	3.92588
AC091959.3	874.575	1442.28	754.644	535.431	1445.15	535.535	702.007	896.821	605.387	1154.75	228.139	833.063	866.943	322.363	768.277	587.881
AC091980.2	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
AC092042.3	2.39E-96	0	0	0	0	0	0	0	5.40757	0	0	14.3973	1.97626258336499e-322	0	0	2.86164
AC092073.1	21.7902	0	90.6768	46.934	142.41133	119.5186	43.73805	84.5258	226.6517	147.9822	12.3514	52.5863	1.48219693752374e-323	0	25.3785	0
AC092143.1	115.264	0	3.50E-46	0	59.3803	12.622	17.7496	41.4699	4.32717	6.34307	2.48020954212306e-321	0	8.46796	54.1364	9.64910206327955e-321	229.305
AC092329.3	14.6554	175.262	30.4971	13.2023	125.779	54.7415	76.8176	309.499	29.1627	166.28	104.132	11.3684	131.454	19.2253	4.4116	50.3861
AC092442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092587.1	1.04E-202	0	69.1743	7.63825488470567e-321	5.10882	33.6548	62.9101	0	200.551	81.2384	40.2028	4.77324	0	0	2.47032822920623e-323	0
AC092647.5	167.644	73.9649	47.3284	53.7816	247.771	130.38	189.932	0	0	140.373	0.016034	63.8985	153.825	0	2.0897	96.5148
AC092821.1	13.8444	0	13.2818	3.05329	0	4.14705	5	14	15.9213	2.65132	0	5.64998	0	48	12	12
AC092835.1	19	53	108.00011	24	165.7	107	285.9995	86	197.0004	103	46.00004	62.000018	127	72	24.00002	132
AC093155.3	155.294	100.142	66.9872	40.8418	16.215	49.9543	0	31.1464	241.141	22.794	66.9909	173.354	24.6623	23.088	72.2108	3.26083326255223e-322
AC093525.1	0	0.000141229	1.33E-138	3.47907	0	0	1.02765654334979e-321	0	1.61E-95	0	8.89318162514244e-323	0	0	0	22.7234	18.1054
AC093525.2	67.2615	0	29.2456	4.92813	98.5519	32.8613	109.007	79.967	0	21.2616	0	1.0543	3.45845952088873e-322	0	3.78454284714395e-321	11.2281
AC093668.1	12.9283	2.09872	0	0	0	24.1514	0	0	41.7062	1.2938	22.2478	12.8414	3.41E-66	0	0	4.79976
AC093899.2	11.8847	0	0	0	0	0	0	0	0	0	0	0.552088	0	0	5.53488	0
AC096582.3	8	11.1811	15.1787	2.12657	8	1.37417	11	15.3914	2	15.5808	7.09571	13.1897	0	33.2669	0	0
AC097637.1	0	0	25.5261	1.91E-194	0	0.975919	55.1696	50.9331	57.0066	17.9124	5.41495947842006e-321	0	3.06814766067414e-321	0	8.57583	5.03946958758071e-321
AC099489.1	0	6	3	1.14599	15	12.8878	0	94.4556	13	83.211892	54.99998	14.33645	0	30	4	11.409415
AC099811.2	20.0867	15.751	83.08	0	126.585	45.3055	94.3199	0	1.48219693752374e-323	0	4.53E-103	197.583	14.7008	2.05435	59.3277	150.757
AC099850.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100868.1	1.40965	0	11.3388	7.18945	16.596	0	11.0572	24.6927	1.23686	43.3145	1.10593	2.23193	3.32618	1.04567	2.17627	16.6719
AC104109.3	1.97626258336499e-323	0	0	2.22E-59	364.047	193.176	395.888	0	1.15E-252	0	110.661	0	6.04E-55	0	19.2918	43.1694
AC104452.1	0	0	2.91498731046335e-321	0	0	0	8.34E-15	0	0	0	5.14322337320738e-321	0	0	0	0	0
AC104534.3	7.18644	19.5499	1.57067	10.9779	30.8032	7.76926	2.38439	5.34236	6.83577	7.10854	0	8.81221	19.7394	38.1638	33.6519	4.09909
AC104662.2	107.833	78.9125	2.12448227711736e-322	11.7368	71.0782	91.983	122.453	0	50.9128	76.5234	26.6532	85.2567	79.3001	233.095	89.0293	69.1616
AC104836.1	2.09E-141	0	2.29E-68	1.88E-59	0	26.2261	2.80E-72	0	1.48E-83	73.0393	2.69E-27	0	1.65E-32	0	1.43E-190	6.29158
AC105001.2	13.9622	0.00437874	2.17294	23.8351	3.94346	0	1.08694442085074e-322	0	0	0	0	0	0	55.9221	6.36993	0
AC106782.1	15.18498	10.34824	8.06548	21.3358	62.41749	13.8652	26.3001	41.603613	5.63768	6.18E-07	2.70E-34	3.6836	37.4715	63.682	14.1659	5.09002
AC107871.1	25.9327	0	9.13642	4.69362363549184e-322	0	0	0	0	4.05133829589822e-322	0	30.3274	0	0	0	1.88915000081271e-315	11.1221
AC108488.2	0	44.5849	4.74187	21.2273	20.2894	3.33704	34.1358	25.9346	7.26905	19.2968	5.92878775009496e-323	15.7446	4.58023	20.0015	54.5111	0
AC112484.1	7.72418	0	25.00004	12	19.99999	15.40965	34.99996	35	0	11	0	8.48506	14	0	3	6.43258
AC114296.1	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0
AC115220.1	3.0115	0	0	0	0	1.00045	3.03316	0	6.01696	4.58224	0	1.02169	1.1178	0	1.00964	2.00253
AC117457.1	0	0	0	0	0	8.38006	9.23902757723131e-322	0	47.7671	0	0	5.78261	39	0	0	5.97819431467908e-322
AC119396.1	9	23	10	137	26	31.5916	28	474.083	102	210.634	10.6139	36.3449	1	142	152	23.5538
AC126755.2	3.76E-64	38.76988	70.1738	27.0811	73.2904	43.5669	32.35238	1.38E-07	8.32226	0	1.66E-176	27.137	0	94.1657	8.11893	160.0387
AC129492.3	9.02276	4.57323	1.82804288961261e-322	34.1788	64.5874	38.9104	6.89642	2.79651	2.22329540628561e-322	0	12.1366	0	0	0.409831	8.39911597930119e-323	17.3584
AC131097.2	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	2
AC133551.1	0	0	5.84479659030195e-321	0	0	0	0	0	0	0	0	0	0	0	0	3.80924612943601e-321
AC133555.3	12.732422	5.325661	8.06548	33.9083	13.679	13.8652	28.56203	0	5.63768	53.3609	59.7343	7.45277	21.2779	10.6502	14.1659	87.6099
AC134669.2	88.427	52.9369	5.73E-151	74.6135	30.0974	158.666	29.8462	34.0666	707.543	133.03	102.785	18.0173	38.2537	206.7416	652.445	31.0061
AC134772.2	3.06E-219	0	0	3.31775	0	0	10.8546	0	1.07E-39	0	0	0	0	0	31.1906	13.1485
AC135050.2	57.0537	0	15.841	4.05133829589822e-322	9.54284	0	6.26985	0	7.4109846876187e-322	2.52118	0	0	0	0	0.799465	31.4959
AC135068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC135068.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC135586.2	0	0	0	0	0	0	0	0	3.35964639172048e-322	0	5.18408260211845e-319	0	0	0	0	6.71929278344095e-322
AC136352.3	5.48412866883784e-322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35373986960502e-321
AC136352.4	0	0	2.88007	5.92878775009496e-323	0	0	0	0	0	0	0	0	0	0	27.7165	3.31023982713635e-322
AC136428.1	0	0	0	2.12448227711736e-322	0	0	0	0	0	0	0	0	0	0	0	0
AC136612.1	0	0	6.62542031073112e-321	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136616.1	2.72E-59	0	43.46877	10.5843	0	5.46755	2.38456	210.726	0	21.28869	0	0	0	0	0	52.5852
AC136616.2	0	0	2.96439387504748e-323	33.4674	0	1.28027	9.00647	0	1.05129	0	6.14212	0	0	0	26.6811	3.38676
AC136616.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138647.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138696.1	28.6815	0	1.69E-06	9.83190635224081e-322	35.4613	124.921	4.28112	32.21	5.81E-47	8.41846	0	0	82.3712	59.9886	84.5868	26.7263
AC138811.2	1.63E-162	0	1.91E-44	0	197.473	0	0	290.537	712.855	0	0	0	48.8397	0	9.88131291682493e-323	0
AC138894.1	0	0	8.73112	6.04247	0	0	0	0	0	0	0	0	0	0	0	0
AC138969.1	12.742	38.76988	213.21797	3.12E-146	61.6248	63.4436	32.70641	77.30498377	8.32226	8.10348	8.84E-256	30.18	3.11261356879985e-322	94.1657	865.065	15.92581
AC139530.2	9.02E-159	0	10.6547	24.9355	38.3082	0	92.617	58.7546	1.20E-218	132.898	45.3938	25.8935	147.459	0	39.6414	98.3997
AC139677.1	1.64E-172	464.605	69.59165	0	4.56951	186.1484	18.802	8.18035	2.34E-05	20.6457	54.8137	73.307	15.800199	25.63992	488.969	25.1583
AC139677.2	178.71584	846.1715	712.29332	240.90095	818.889	164.072	149.3022	672.616	233.872	533.801	404.518	169.80212	344.2778	34.9047	273.43257	497.137
AC140504.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141272.1	0	0	27.4697	10.0785	4.35298	0	0	0	7.85553	1.92354	0	0	0	1.23255	0	2.18744
AC142525.4	0	0	1	0	0	0	0	0	0	5	0	0	0	0	9	3
AC145212.1	2.065	47.5678	69.7804	42.1726	70.2058	67.401	133.098	123.82	8.3863	17.0839	32.7555	34.575	3.8638	0	19.9873	14.2782
AC171558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC171558.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC171558.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC171558.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC187653.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC207056.1	0	0	9.69576	0	0	0	0	0	0	0	0	0	0	0	0	0
AC209539.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC213203.1	8	26	23	7	10	29	3	18	10	4	15	12	6	0	43	16
AC233723.1	0	0	0.958237	0	0	1	0	0	0	0	0	3	0	0	0	0
AC233724.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC233724.16	0	0	0	0	0	0	0	52	0	0	0	0	0	0	1.37844315189708e-321	1.32409593085454e-321
AC233724.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC233755.1	0	0	0	5.54618	0	44.5239	36.6617	0	0	15.635	0	0	23.8263	0	28.6748	0
AC233755.2	0	0	3.95252516672997e-323	1.05206	0	0	0	25.8672	11.4337	5.01557	0	0	0	0	42.1172	7.51504
AC236040.1	7.50979781678695e-322	0	9.84E-245	1.25492674043677e-321	0	0	0	0	0.908816	0	3.77863	0	1.20057951939423e-321	0	9.18962101264719e-322	3.38E-302
AC240274.1	1025.0451	990.217	348.659	1389.58	360.5643	353.8187	1036.38891	1047.494	694.633	609.70833	329.811	261.9033	400.7675	1044.964	551.347	321.29244
AC243547.3	5.43472210425371e-323	31.9914	11.3546	18.5326	34.9896	29.2438	20.1214	0	42.6714	22.1967	46.2818	0	14.2138	8.46948	4.44659081257122e-323	0.457964
AC243733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC243734.1	0	0	1.12992813203893e-320	0	0	0	0	0	0	0	0	0	0	0	0	0
AC243756.1	0	0	6.22522713759971e-322	5.97819431467908e-322	0	0	0	0	16.8663	0	19.3733	0	0	0	1.0011	0
AC243790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC243967.1	0	14.4131	0	0	0	0	0	0	0.943747	0	0	0	0	0	0	0
AC244197.3	215.15	97.622	154.179	154.108	477.068	139.071	79.6878	586.722	269.594	222.367	101.242	54.4572	50.6841	0	166.391	110.399
AC244489.1	3.76E-64	80.47178	84.6935	27.0811	73.2904	150.9189	20.31458	0	25.80286	15.2866	2.76676761671098e-322	58.8517	45.9042	94.1657	8.11893	178.8081
AC244489.2	8.32E-294	37.5707	0	0	0	0	49.7277	159.207	2.27270197086973e-322	42.0856	0	0	0	0	2.81617418129511e-322	0
AC244517.10	0	0	9.15575	7.46153	0	0	0	0	0.709611	4.10451	0	0	0	0	0	4.26005
AC244517.6	52.1117	0	0.662337	12.3755	9.56797	15.0243	1.29E-106	0	0	0	6.91691904177745e-323	0	0	0	2.47032822920623e-322	106.726
AC245033.1	2.17388884170148e-322	0	0	0	0	0	0	0	2.66795448754273e-322	0	0	0	0	0	0	0
AC245748.1	29.549	18.9177	9.05E-36	2.38E-154	23.3544	54.5364	83.5418	35.8777	29.3499	21.5172	3.4090529563046e-322	2.64263	40.0415	0	47.7694	61.6903
AC254560.1	0	0	0	0	0	0	0	0	0	0	1.08E-131	0	1.94661864461451e-321	0	0	0
AC254788.1	0	0	4.31813374465249e-321	0	0	0	0	0	0	0	0	0	0	0	0	0
AC254952.1	0	0	1.12992813203893e-320	0	0	0	0	0	0	0	0	0	0	0	0	0
AC255093.3	0	0	0	5.18768928133309e-322	0	0	0	0	2.18129	0	3.66E-217	0	0	0	0	0
AC255093.5	0	0	0	0	0	0	0	0	0	0	4.55E-97	0	0	0	0	0
ACAA1	7.63546	164.931719	138.62751	84.28611	227.75	206.484	430.11532	275.87329	127.1796	178.73277	96.29463	183.8241	144.21198	105.458013	79.40003	116.424
ACAA2	564.783	875.1625	389.27213	367.4668	242.26188	1062.4257	787.25916	189.0579	573.5175	339.9166	740.7282	894.40347	297.451	1131.9525	491.9632	227.34117
ACACA	1243.937285	677.3008	709.39908	703.7047	932.9088	629.2665	1106.04776	1272.464	1164.42846	1131.592633	1018.44512	612.5289983	1000.5824	373.3014	319.67144	687.82401
ACACB	133.1572	179.41642	296.4196	836.665488	306.00525	928.2238	215.0711	388.7249	371.3314	170.17677	558.2021	295.0358	240.3965	737.3475	477.23974	464.542
ACAD10	124.3581	142.3041	183.155755	178.2497	113.34037	169.70063	231.458	204.01125	74.24546	66.13477	181.0368	99.7260438	158.4215	151.3207	89.05643	112.042
ACAD11	180.851	90.4277	27.7624	124.431	22.1416	41.7913	18.6767	0	3.65608577922522e-322	101.437	135.05	44.4135	272.139	0	92.5498	81.5962
ACAD8	31.9194	156.912	96.4998	86.2251	40.0575	183.985	162.032	13.62846	7.03745	4.06974	1.89374	16.8212	26.145	0	15.3447	8.25579
ACAD9	25.7926	0	1.41E-33	40.3139	0	26.8542	42.0697	15.8288	0	25.6819	28.2373	20.5467	0	0	13.6597	4.89E-162
ACADL	0	0	0	0	10.6806	21.0579	0	0	0	0	0	8.96602	0	0	0	0
ACADM	308.3892	425.5289	123.7638	94.85351	147.8923	159.3391	129.9353	189.494	161.56	419.7621	305.4221	343.51997	304.384	96.0717	146.8553	269.4904
ACADS	45	20.8661	51	68	59	106.102	62	33.122	37	11	39.99996	51.00003	68	22	39.1307	31.38663
ACADSB	534.376	336.731	744.054	474.9116	353.298	409.7926	594.957	960.322	524.307	717.86289	405.785	471.27961	1079.87	797.271	790.67	634.9404
ACADVL	440.14544	594.0813	324.1309185	144.00858	791.5187	755.8800034	388.5431	306.694	824.3472	306.7319	368.3663	836.477	434.4512	684.3489	148.35618	192.9031
ACAN	2.00161	73	27.94282	1.15454	162.0685987	20.852449	42.24876	19.0527	12.0312	12.614	2.00749	109.59682	24.0287	21	25.11977	15.49223
ACAP1	50.4807	34.2826	22.88709	44.8073	14.99998	83.39907	24.95281	1.26386	14.65768	25.59959	19.63974	19.98041	2.87921	0	39.6588	11.698396
ACAP2	768.9614	841.7076	733.39505	620.564	1018.72696	936.53256	928.8207	1887.687	1225.4816	1976.38903	612.635	1091.41244	1123.09639	1339.597	1214.9721	1062.75592
ACAP3	246.348	615.758	98.3336	378.19	225.907	355.3935	170.8757	533.6324	136.1502	175.101	53.33926	145.1236	16.7805	264.82332	110.591	110.7288
ACAT1	242.709	219.041	60.93444	32.00404	279.6894	394.53715	360.68	204.5186	242.984	184.8145	84.06033	459.231	179.0053	104.912	215.3142	182.9979
ACAT2	37.408	101.073	59.2675	38.106	276.422	84.0605	308.915	137.465	120.135	173.522	108.122	208.776	65.4263	210.127	3.11261356879985e-322	25.1224
ACBD3	1938	3490.44	3038.45	1947.65	3402	1987.71	2426.03	2902.34	2594.84	3062.98	2520.57	2391.97	2243	2352	2561.37	2629.55
ACBD4	127.772062	166.65151	51.1886	49.44585	303.90264	107.56356	139.6606	61.95104124	35.09826	73.19381	114.5532	17.92747	17.9671	0	111.6118	95.22851
ACBD5	315.142	1039.941291	566.8734	376.9072	219.32	602.66297	363.7347	874.8	369.2028	793.20086	344.59067	521.8918	416.80628	272.324	562.7589	211.571
ACBD6	457	338.844	520.688	448.008	515.137	367.539	631.695	983.844	601.431	373.128	429.305	421.123	300.84	236	373.523	337.766
ACBD7	111.61	375.851	79.9153	99.6695	95.0962	55.2806	216.784	94.0777	91.6587	323.575	178.566	84.3504	302.365	4.27391	247.176	84.5095
ACCS	54.3823	13.3318	35.65625	9.78249978765668e-322	16.2324	5.49723	45.958	23.3996	79.7436	25.62348	0	17.35333	56.2759	3.18073	3.70549234380935e-322	26.8419
ACCSL	0	0	0	0	0	0	0	0	3.80E-275	0	0	0	0	0	0	0
ACD	49.4346	14.4149	16.041	50.5044	115.7906	68.49417	118.9999	5.13832	0	35.86488	87.8657	31.38499	32.00003	0	19.89959	28.5097
ACE	26.30415	259.7482	134.3583	20.40321	100.7764	152.7936	345.693	16.1061	0	20.90522	24.1869	43.6482	12.5202	0	109.996	1.68E-94
ACE2	0	125	0	0	0	9.73145	31.7575	0	7	0	11	8.87331	87	0	0	0
ACER1	4.22921	5.00144	0	5.91505	0	0	3.0749	10.3695	3.70609	5.23552	3.02172	12.205	1.50168	0	12.3104	19.176
ACER2	19	327	97	14	151	71	164	42	23	22	93	47	54	67	32	42
ACER3	352.8118	234.783	354.737	172.35303	150.0001	255.35824	206.582	307.7578	388.994	311.541	93.9265	398.0721	185.783	103.969	452.524	357.20424
ACHE	14	0	7	25	23.5975	12.48519	0	4	28	2	1.08348596132985e-320	0	38.99997	0	0	18.99998
